question,title,QType,Q_1,Q_2,Q_3,Q_4,Q_5,Answers
Az adatszabványok olyan szabályszerűségek amelyek teljesülését elvárjuk egy adattól.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az adattisztítás a jogosulatlanul tárolt adatok törlését jelenti,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az adattisztítás egyfajta adattranszformációt is jelent.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az adattisztítás nem jelenthet adattranszformációt.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az adattisztítás során az inkonzisztencia eltávolításra kerül a nyers adatokból.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az adattisztítás során az inkonzisztencia nem kerül eltávolításra a nyers adatokból.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Az adattranszformáció során az adatokat olyan közös alakra hozzák, amely lehetővé teszi a döntéstámogató rendszerek lényegi feldolgozó algoritmusainak minél hatékonyabb futtatását.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az aktív döntéstámogató rendszerek döntési vagy megoldási javaslatokat is generálnak.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az alábbi felsorolás a szervezetek kialakítását befolyásoló környezetei tényezők: Sokféleség, Vertikalitás, Összetettség.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Az alábbi felsorolás a szervezetek kialakítását befolyásoló tagi jellemzők? - Tartósság, Újdonságtartalom.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Az alábbi felsorolás igaz a LINEÁRIS szervezeti formára? -sok az adminisztráció, magasak a költségek, a szervezet nem tagolható tovább szélességében és mélységében.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Az alábbi felsorolás igaz a lineáris szervezeti formára? -sok az adminisztráció, magasak a költségek, a szervezet nem tagolható tovább szélességében, és mélységében.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az alkalmazásintegráció folyamata az alkalmazásfejlesztési folyamathoz hasonlít.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az alkalmazásintegráció folyamata nem hasonlít az alkalmazásfejlesztési folyamathoz.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
az alkalmazásintegráció szükséges lehet az üzleti partnerek felé történő kapcsolatkialakítás esetén,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az alkalmazásszerver lényegében különféle folyamatok (programok, szkriptek) futásához biztosít keretet.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az API szintű alkalmazásintegráció előnyös, ha a programozói interfész adott, és az adatréteg nem elérhető.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az API szintű alkalmazásintegráció hátrányos, ha a programozói interfész adott, és az adatréteg nem elérhető.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Az architekturális tervezési minták egy adott rendszertípus jellemző elemeit és szerkezetét foglalják össze, valamint a vázszerkezet elkészítésének egy, a gyakorlatban már sokszor bevált módját ismertetik.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az atfúras (drill across) muveletnel az OLAP-kocka felepitesehez hasznalt operativ adatokhoz tudunk hozzafuzni, amelyek mar nem az OLAP rendszertol, hanem maguktol a tranzakcios adatbazisokbol erkeznek.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Az atfúras (drill across) muveletnel az OLAP-kockak kozotti elemzest teszi lehetove, vagyis olyan esetekben alkalmazhato, amikor tobb tenytabla kapcsolodik a kozos dimenzios adatokhoz.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az AVIR egy adattar alapú vezetoi informacios rendszer a magyar felsooktatasban.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
az AWS a google nyilványos számításfelhő-szolgáltatása (amazon),VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az Azure az SAP nyilvános számításifelhő-szolgáltatása.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Az Azure Cloud platform több mint 200 terméket és felhőalapú szolgáltatást foglal magába, amelynek célja, hogy segítsenek az új megoldások létrehozásában, melyekkel megfelelhet a mai kihívásoknak, és felkészülhet a jövőre. Alkalmazásokat fejleszthet, helyezhet üzembe és kezelhet akár a felhőben, akár a helyszínen vagy a peremhálózaton, és ehhez szabadon megválaszthatja saját eszközeit és keretrendszerét",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az elosztott rendszerek rugalmasabbak és könnyebben alkalmazkodnak a körülmények folyamatos változásához, mint a központosított rendszerek.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az elosztott rendszerek rugalmatlanabban és nehezebben alkalmazkodnak a körülmények folyamatos változásához, mint a központosított rendszerek.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Az ember, és a rendezett információ az információs rendszer fő összetevői.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az IaaS infrastruktúraszolgaltatast jelent.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az információ lényegében az adatok jelentése, vagyis az adatok értelmezése valamilyen (például egyéni, vállalati vagy szervezeti) tudás kontextusában.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az információnak a rendszer szempontjából nincsen kulcs szerepe az időben meghozott döntésekben.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az információ nem azonos az adatok halmazával,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az információ rendszer, és az információs rendszer nem keverendő össze. A két rendszer nem ugyan azt jelenti.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az információs rendszer alapvető feladata, hogy a döntéshozókat ellássa a vállalat működése szempontjából célszerű döntések meghozatalához szükséges információkkal.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az informacios rendszer celja az informaciok osszegyujtese úgy, hogy kozben a vallalat szamara egy informacios tobblet erteket biztositson.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az információs rendszerek különböző folyamatai minden esetben automatizáltak,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Az információs rendszernek (definíciója alapján) része tárolását és szolgáltatását végző személyek, és tevékenységek és technikai eszközök összesége.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az integrált információs rendszerek követelménye az egységes UI.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az integrált vállalatirányítási rendszerek bevezetése során nem szükséges a szoftvert az adott vállalat igényeire testre szabni, mivel az integrálásból adódóan ez már korábban meg lett valósítva.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Az integrált vállalatirányítási rendszerek bevezetése során nem szükséges a szoftvert az adott vállalat igényeire testre szabni, mivel az integráltságból adódóan ez már korábban meg lett valósítva.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az integrált vállalatirányítási rendszerek bevezetése során szükséges lehet a szoftvert az adott vállalat igényeire testre szabni.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az inverz szabályok formai és tartalmi szabályok keverékei.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Az keresztulfúras muveletnel az OLAP-kocka felepitesehez hasznalt operativ adatokhoz tudunk hozzafuzni, amelyek mar nem az OLAP rendszertol, hanem maguktol a tranzakcios adatbazisokbol erkeznek.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az objektiv informaciofeldolgozas szerint az informacio nem abszolút es semleges.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az objektiv informaciofelfogas szerint az informacio abszolút es semleges.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az objektív információfelfogás szerint az információ nem abszolút és semleges.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az OLAP alatt egy szoftvert értünk.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Az OLAP egy konkrét szoftver, programcsomag.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
az OLAP felgörgetés (roll-up) művelete csökkenti az egyik dimenzió felbontását,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az OLAP lefúrás (drill-down) művelete megnöveli az egyik dimenzió felbontását.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az OLAP mozaikszó az Online Analytical Processing szavakat jelöli,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"az OLAP olyan adatfeldolgozó rendszerek közös elnevezése amelyek számos adattárolással,adatábrázolással és statisztikai feldolgozással kapcsolatos koncepciót magukba foglal",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az OLAP olyan adatfeldolgozó rendszerek közös elnevezése, amelyek számos adattárolással, adatábrázolással és statisztikai feldolgozással kapcsolatos koncepciót megukba foglalnak.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
az OLAP rendszerek jellemzően írásra vannak optimalizálva,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az OLAP-rendszerek jellemzően nem olvasásra vannak optimalizálva.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az OLAP-rendszerek jellemzően olvasásra vannak optimalizálva.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az OLAP-rendszerek nem relációs adatmodellen alapulnak.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az OLAP-rendszerek relációs adatmodellen alapulnak.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
az OLTP mozaikszó az Online Transaction Performance szavakat jelölik,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az OLTP-rendszerek multidimenziós adatmodellen alapulnak,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az OLTP-rendszerek relációs adatmodellen alapulnak.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az OLTP-vel az OLAP-hoz képest több műveletet és tranzakciót végeznek átlagosan óránként.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az on-line megoldásos adathiba feltárás előnye, hogy nem költséges.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Az operatív rendszerekből származó adatgyűjtés, előfeldolgozás és tárolás fontos eszközei az adattárháznak",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az operatív rendszerek lényege az, hogy az összegyűjtött bemeneti adatokat olyan formára hozzák, amely a felhasználók számára megkönnyíti az adott helyzet megfelelő értékelését.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Az operatív rendszereknek nem az a lényege, hogy az összegyűjtött bemeneti adatokat olyan formára hozzák, amely a felhasználók számára megkönnyíti az adott helyzet megfelelő értékelését.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az RTO és RPO ertekek teljesites mellett fontos : be kell tartani a jogszabályokat.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az RTO és RPO használatakor nem kell minimalizálni a pénzügyi veszteséget.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Az SAP ERP Business Suite egy kis- és középvállalatokat célzó, alacsony komplexitású vállalatirányítási megoldás",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Az SAP ERP Business Suite egy kis- es kozepvallalatokat celzo, alacsony komplexitasú vallalatiranyitasi modell.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az SAP ERP Business Suite elsősorban nem a kis- és középvállalatokat célzó vállalatirányítási megoldás.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az SAP rendszerek leggyakoribb moduljai: Adatbázis, alapprogram, MM - Materials Management, PP - Production Planning.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az ügyviteli rendszerek nem tartoznak az vállalati információs rendszerek közé.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Azure a google nyilvanos szolgáltatása.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Azure az SAP nyilvános számításifelhő-szolgáltatása.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az üzleti intelligencia kifejezetten az operatív adatbázisok intelligens működésére fókuszáló terület.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Az üzletiintelligencia-rendszerek a döntések meghozatalához szükséges adatok feltárását, összesítését és elemzését végző eszközök.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"BCP jelentése kimenet erőforrás visszaállítása, míg a DRP jelentése a kiesett erőforrások nélküli funkcionális működés.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Best practice jellegű üzleti folyamatok az egyes területek legjobb üzleti gyakorlatának megfelelő folyamatokat jelentik.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Best practice jellegű üzleti folyamatok nem az egyes területek legjobb üzleti gyakorlatának megfelelő folyamatokat jelentik.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Centralizáció: biztosítja az egységes vezetői akarat érvényesítését, az erőforrások racionális hasznosítását.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Centralizált hatáskörök leadása előnyös a munkavállalói elégedettség, a kreativitás és az elkötelezettség növelése.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Decentralizáció: biztosítja az egységes vezetői akarat érvényesítését, az erőforrások racionális hasznosítását.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Definíciója szerint a szervezet nem ""emberek meghatározott céllal létrejött"" csoportja.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Dobozos üzleti alkalmazások olyan szoftvertermékek, amelynek telepítőkészletét a vállalatok CD, DVD vagy Blu-ray lemezek formájában vásárolhatják meg.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Dokumentummenedzsment- és vállalati tartalom kezelő rendszerek azonos funkcionalitással bírnak.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Dokumentummenedzsment- és vállalati tartalom kezelő rendszerek nem azonos funkcionalitással bírnak.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Döntéshozatali hierarchia és információ igény szerint a stratégiai vezetők problémaszerkezet közepesen strukturált.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Döntéshozatali hierarchia és információ igény szerint az operatív vezetők problémaszerkezete strukturálatlan,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Döntéshozatali hierarchia és információs igény szerint a stratégiai vezetők problémaszerkezete jól struktúrált.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Döntéstámogató rendszerek a stratégiai döntéshozatalhoz kapcsolódó igényeket elégítik ki.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Döntéstámogató rendszerekben a teljesítménynövelés egyik praktikus módja az adatredukció.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
DRP feladata a kiesett erőforrások nélküli funkcionális működés biztosítása.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
DSS-rendszerek a döntési folyamat informatikai támogatását szolgáló rendszerek.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
DSS-rendszerek nem a döntési folyamat informatikai támogatását szolgáló rendszerek.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Dummy érték jelenti, ha valamelyik adatból duplikáció van jelen.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Egy adatból gondolkodás vagy gépi feldolgozás útján új ismeretek és ezzel párhuzamosan újabb információk nyerhetők. Egy adatnak annál nagyobb az információtartalma, minél kevésbé magától értetődő, azaz minél nehezebben lehet előre kikövetkeztetni.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Egy adatminőség felmérést követően maradhatnak fel nem tárt hibák a rendszerben.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Egy egységnyi munka körülbelül 90%-os pontosságot tud produkálni.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Egy informatikai rendszer modulokra (komponensekre) bontásának segítségével megközelítőleg egyenlő arányú kódrészletre bontják a teljes forráskódmennyiséget,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Egy informatikai rendszer modulokra (komponensekre) bontása nem segíti sem a specifikációk pontosítását, sem pedig a rendszer dokumentálását.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Egy informatikai rendszer modulokra (komponensekre) bontása segíti a specifikációk pontosítását, a szükséges interfészek meghatározását és a rendszer dokumentálását is.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Egy OLAP adatbázisban az adatok granularitása az adatok absztrakciós szintjét jelenti.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Egy OLAP-kocka mindig három dimenzióval rendelkezik,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Egy OLAP-rendszer adatforrásai csak homogének lehetnek,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Egy OLAP rendszer adatforrásai heterogének is lehetnek.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Egy OLAP-rendszer adatforrásai heterogének is lehetnek.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Egy OLAP-rendszerben a redundancia elkerülése végett nem tárolunk számított értékeket.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Egy rendszer maga is része lehet egy nagyobb egységnek (rendszernek).,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Egy rendszer nem lehet része egy nagyobb egységnek (rendszernek).,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Egy szervezetben a vezetői irányítás megléte nem fontos, sőt elhanyagolható.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Egy szervezet koordinációja, ha struktúrális, az a szabályok, szabályzatok betartását követeli meg.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Együttműködési rendszerek, és a műszaki tervező rendszerek (CAD), nem sorolhatók a vállalati műveleteket támogató rendszerek közé.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Egy üzleti alkalmazás adatelérési rétegéhez kapcsolódó szervezeti réteget mediátornak nevezzük.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Egy üzleti alkalmazás egyes rétegei az alkalmazás rétegeit jól definiált, kisebb modulokra bontja",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Egy üzleti alkalmazás egyes rétegei különállóan implementálhatóak,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Egy uzleti celú alkalmazas retegszerkezetenek kialakitasa soran olyan rendszerfelbontasra torekszunk, hogy miden reteg transzparens az osszes felette elhelyezkedo reteg szamara.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Egy uzleti celú alkalmazas retegszerkezetenek kialakitasa soran olyan rendszerfelbontasra torekszunk, hogy minden reteg csak a ket kozvetlen szomszedjaval alljon kapcsolatban.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Egy uzleti celú alkalmazas retegszerkezetenek kialakitasa soran olyan rendszer felbontasra torekszunk, hogy minden reteg csak a ket kozvetlen szomszedjaval alljon kapcsolatban.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Egy üzleti célú alkalmazás rétegszerkezetének kialakítása során olyan rendszerfelbontásra törekszünk, hogy minden réteg minden réteggel közvetlen kapcsolatba álljon.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Egy uzleti celú alkalmazas retegszerkezetenek kialakitasa soran olyan rendszer felbontasra torekszunk, hogy minden reteg minden reteggel kozvetlen kapcsolatban alljon.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Egy üzleti célú alkalmazás rétegszerkezetének kialakítása során olyan rendszerfelbontásra törekszünk, hogy minden réteg minden réteggel közvetlen kapcsolatban álljon.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Egy üzleti célú alkalmazás rétegszerkezetének kialakítása során olyan rendszerfelbontásra törekszünk, hogy minden réteg transzparens az összes felette elhelyezkedő réteg számára",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Egy üzleti célú alkalmazás üzleti logikájához kapcsoló szervezési réteget mediátornak nevezzük.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Egy vállalati informatikai rendszer TCO-ja a rendszer teljes birtoklási költségét jelenti, annak teljes működési élettartama során.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Egy vállalati informatikai rendszer TCO-ja nem a rendszer teljes birtoklási költségét jelenti, annak teljes működési élettartama során.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Egy vállalatirányítási rendszerben az üzleti logikát jellemzően adatbázisszerver szintjén implementálják.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Egy vállalatirányítási rendszer folyamattesztelésének a célja az, hogy feltárja a rendszer teljesítőképességeit a válaszidők és az átbocsátóképesség tekintetében.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Egy vállalatirányítási rendszer teljesítménytesztelésének célja az, hogy megvalósítja-e a specifikációban foglalt funkciókat.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Egy vállalatirányítási rendszer teljesítménytesztelésének célja nem az, hogy megvalósítja-e a specifikációban foglalt funkciókat.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Egy vastagkliens megoldásokra épülő vállalti információs rendszer biztonsági szempontból kedvezőbb, mint egy vékonykliensre épülő.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Egy VIR bevezetése során biztosan nem szükséges alkalmazásintegráció,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Egy vir TCO mutatója a rendszerben egy esetlegesen fellépő hiba kijavításához szükséges időt jelent,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Egy virtualis gep formajaban elerheto hardver es operacios rendszer szolgaltatas infrastruktúraszolgaltatasnak tekintheto.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Előfeldolgozásos adathiba feltárás előnye, hogy kisebb eséllyel kerül hiba a rendszerbe.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Előfeldolgozásos adathiba feltárás hátránya, hogy kisebb eséllyel kerül hiba a rendszerbe.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
ERP-vel szembeni egyik követelmény a redundancia kizárása.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Felhasználóval való kapcsolattartás alapján megkülönböztethetők passzív, aktív és kooperatív döntéstámogató rendszerek.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Felhőalapú szolgáltatás egy olyan számítógépes erőforrás-hozzáférési modell, amely a hálózaton keresztül különféle típusú, közös használatú erőforráshalmazokat konfigurálható módon tesz elérhetővé a felhasználók számára.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Felhőalapú szolgáltatás nem egy olyan számítógépes erőforrás-hozzáférési modell, amely a hálózaton keresztül különféle típusú, közös használatú erőforráshalmazokat konfigurálható módon tesz elérhetővé a felhasználók számára.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Felhőszolgáltatások igénybevétele vállalati környezetben egy szolgáltatáskiszervezési formának tekinthető.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Felhőszolgáltatásokra általánosságban jellemző a különféle virtualizált erőforrások használata.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Felhőszolgáltatásokra nem jellemző a különféle virtualizált erőforrások használata.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"formációs rendszer fő összetevői: Ember (döntéshozó), Rendszerezett információ ,Technikai apparátus (HW, SW)",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Formai adatszabvány az, ami az ismeretek megjelenési formáját szabályozzák.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Gamification a játékkonzolok esetében alkalmazott ember-gép interakciók PC-s környezetbe történő adoptálását jelenti.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Gamification játéktervezési elemek használatát jelenti játékos környezetben.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Gamification játéktervezési elemek használatát jelenti nem-játékos környezetben.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Gamification megközelítésnek nincsenek pszichológiai vonatkozásai.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Gamification megközelítésnek pszichológiai vonatkozásai is vannak.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Gamification nem a játékkonzolok esetében alkalmazott ember-gép interakciók PC-s környezetbe történő adoptálását jelenti.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Garbage in garbage out hatásnak nincsen nagy jelentősége hibás adatkezelés esetén.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Garbage in garbage out jelentése, hogy rossz adatokból csak rossz adatok nyerhetőek ki.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Háromrétegű architektúrájú vállalati információs rendszerek esetén az üzleti logika réteg feladata a felhasználóval való kapcsolattartás.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Háromrétegű architektúrájú vállalati információs rendszerek esetén nem az üzleti logika réteg feladata a felhasználóval való kapcsolattartás.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Ha tortenik egy eroforrasmegszunes, akkor RTO-n múlik, hogy mennyi ido alatt tudom helyreallitani a rendszert, illetve az RPO jelzi azt, hogy mennyi adatvesztest engedek meg.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Háttérfeldolgozás beengedi a hibákat.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Háttérfeldolgozásos adathiba feltárás esetén előny, hogy mérhető a rendszer adatminősége.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
háttérfeldolgozásos adathiba feltárás esetén előny hogy mérhető a rendszer adatminősége,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Helytelen értékekről beszélünk, ha az adathibát a hibásan bevitt adat okozza.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Iaas infrastruktúraszolgáltatást jelent.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Információ lényegében az adatok jelentése, vagyis az adatok értelmezése valamilyen (például egyéni, vállalati vagy szervezeti) tudás kontextusában.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Információnak nevezzük, a valóságra vonatkozó tapasztalatokat, általánosításokat, fogalmakat.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Információ nem azonos az adatok halmazával,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Információ rendszer, és az információs rendszer nem keverendő össze. A két rendszer nem ugyan azt jelenti.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Információs rendszerek különböző folyamatai minden esetben automatizáltak.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
